['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_latitude_50m']	0.06494
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_latitude_1000m']	0.064962
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m']	0.064796
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_100m']	0.064812
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_250m']	0.064814
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_label_250m']	0.064823
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_500m']	0.064828
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_label_50m']	0.06484
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_label_1000m']	0.064867
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_label_100m']	0.06487
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_latitude_25m']	0.064884
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_label_1500m']	0.064894
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_latitude_50m']	0.064918
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_latitude_500m']	0.064942
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_latitude_100m']	0.064945
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_latitude_250m']	0.064947
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_latitude_1500m']	0.064978
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_latitude_1000m']	0.065004
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m']	0.064788
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_100m']	0.064799
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_label_250m']	0.064801
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_label_50m']	0.064812
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_250m']	0.064831
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_label_100m']	0.064832
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_label_1500m']	0.064865
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_label_1000m']	0.06488
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_latitude_25m']	0.064886
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_latitude_250m']	0.064924
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_latitude_1500m']	0.064932
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_latitude_50m']	0.064955
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_latitude_100m']	0.064956
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_latitude_500m']	0.064958
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_latitude_1000m']	0.065014
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m']	0.064813
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_label_50m']	0.064818
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_label_250m']	0.064827
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_100m']	0.064836
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_label_100m']	0.064873
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_label_1500m']	0.064878
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_latitude_250m']	0.064882
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_label_1000m']	0.064893
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_latitude_500m']	0.064902
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_latitude_100m']	0.06491
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_latitude_50m']	0.064941
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_latitude_25m']	0.064964
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_latitude_1500m']	0.064965
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_latitude_1000m']	0.064991
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m']	0.064832
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_250m']	0.06484
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_longitude_100m']	0.064848
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_latitude_25m']	0.064877
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_100m']	0.064891
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_latitude_100m']	0.064916
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_latitude_500m']	0.064921
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_latitude_50m']	0.064927
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_1500m']	0.064937
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_latitude_250m']	0.064938
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_1000m']	0.064953
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_latitude_1500m']	0.064968
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_latitude_1000m']	0.06501
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_label_250m']	0.064836
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_longitude_100m']	0.064848
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_label_1000m']	0.064858
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_latitude_250m']	0.064889
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_latitude_25m']	0.06489
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_label_100m']	0.064894
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_latitude_50m']	0.064903
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_latitude_100m']	0.064907
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_label_1500m']	0.064908
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_latitude_500m']	0.064912
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_latitude_1500m']	0.064947
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_latitude_1000m']	0.06495
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_label_250m', 'cluster_longitude_100m']	0.064874
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_label_250m', 'cluster_label_100m']	0.064903
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_label_250m', 'cluster_label_1000m']	0.064951
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_label_250m', 'cluster_label_1500m']	0.064957
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_label_250m', 'cluster_latitude_500m']	0.064963
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_label_250m', 'cluster_latitude_100m']	0.064982
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_label_250m', 'cluster_latitude_25m']	0.064984
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_label_250m', 'cluster_latitude_250m']	0.064994
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_label_250m', 'cluster_latitude_1500m']	0.064996
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_label_250m', 'cluster_latitude_50m']	0.065004
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_label_250m', 'cluster_latitude_1000m']	0.065109
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_label_250m', 'cluster_longitude_100m', 'cluster_label_1500m']	0.064878
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_label_250m', 'cluster_longitude_100m', 'cluster_latitude_100m']	0.064885
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_label_250m', 'cluster_longitude_100m', 'cluster_label_1000m']	0.06489
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_label_250m', 'cluster_longitude_100m', 'cluster_latitude_25m']	0.064896
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_label_250m', 'cluster_longitude_100m', 'cluster_latitude_250m']	0.064906
['cluster_longitude_25m', 'cluster_longitude_1000m', 'cluster_longitude_1500m', 'cluster_label_500m', 'cluster_label_25m', 'cluster_longitude_50m', 'cluster_longitude_500m', 'cluster_longitude_250m', 'cluster_label_50m', 'cluster_label_250m', 'cluster_longitude_100m', 'cluster_label_100m']	0.064924
